region_id,Persons_Total_Has_need_for_assistance,Persons_Total_Does_not_have_need_for_assistance,Persons_Total_Need_for_assistance_not_stated,Persons_Total_Total
1132112,17,393,32,442
1132113,20,408,14,442
1132114,15,429,41,485
1132115,172,222,32,426
1132116,0,321,72,393
1132117,5,185,31,221
1132118,18,315,46,379
1132119,13,630,32,675
1132120,0,17,0,17
1132121,0,0,0,0
1132122,0,0,0,0
1132123,0,3,0,3
1132201,15,427,27,469
1132202,12,299,22,333
1132203,27,416,13,456
1132204,9,282,21,312
1132205,14,331,38,383
1132206,21,272,30,323
1132207,15,189,21,225
1132208,8,302,15,325
1132209,22,503,48,573
1132210,20,324,24,368
1132211,33,452,23,508
1132212,21,244,15,280
1132213,35,362,15,412
1132214,15,199,20,234
1132215,18,519,17,554
1132216,9,650,47,706
1132217,0,0,0,0
1132218,26,462,24,512
1132219,9,1407,120,1536
1132220,43,142,22,207
1132221,13,488,68,569
1132222,12,270,24,306
1132223,5,356,25,386
1132224,57,299,54,410
1132225,9,224,6,239
1132226,15,235,9,259
1132227,37,570,30,637
1132228,21,316,12,349
1132229,8,407,7,422
1132230,9,261,32,302
1132231,16,448,49,513
1132232,47,345,55,447
1132233,16,330,48,394
1132234,22,464,57,543
1132235,18,436,43,497
1132236,33,448,28,509
1132237,22,392,15,429
1132238,17,396,33,446
1132239,21,439,33,493
1132240,25,404,42,471
1132241,33,359,65,457
1132242,12,369,47,428
1132243,18,209,24,251
1132244,21,427,8,456
1132245,11,272,15,298
1132246,4,282,10,296
1132247,16,300,24,340
1132248,0,0,0,0
1132301,18,307,9,334
1132302,18,239,3,260
1132303,31,399,28,458
1132304,9,329,8,346
1132305,14,455,66,535
1132306,84,371,44,499
1132307,11,210,3,224
1132308,102,268,71,441
1132309,17,399,33,449
1132310,15,356,27,398
1132311,15,348,8,371
1132312,15,315,7,337
1132313,12,398,15,425
1132314,9,397,15,421
1132315,20,329,15,364
1132316,9,330,16,355
1132317,35,447,27,509
1132318,15,214,18,247
1132319,25,290,7,322
1132320,25,433,26,484
1132321,0,0,0,0
1132322,18,405,16,439
1132323,18,342,16,376
1132324,0,0,0,0
1132325,21,397,21,439
1132326,11,309,0,320
1132327,19,498,21,538
1132328,7,409,34,450
1132329,9,218,13,240
1132401,0,3,0,3
1132501,0,4,0,4
1132601,5,300,32,337
1132602,15,367,40,422
1132603,20,208,11,239
1132604,32,334,18,384
1132605,24,366,36,426
1132606,14,478,31,523
1132607,20,513,63,596
1132608,24,405,32,461
1132609,24,391,52,467
1132610,12,437,30,479
1132611,35,533,41,609
1132612,32,305,39,376
1132613,23,341,13,377
1132614,17,292,36,345
1132615,76,337,24,437
1132616,21,421,38,480
1132617,12,301,31,344
1132618,60,349,16,425
1132619,35,386,19,440
1132620,41,470,41,552
1132621,18,252,16,286
1132622,33,453,12,498
1132623,12,664,24,700
1132624,10,309,33,352
1132625,18,338,19,375
1132626,19,231,21,271
1132627,22,338,44,404
1132628,18,392,43,453
1132629,18,419,45,482
1132630,17,382,41,440
1132631,4,263,27,294
1132632,21,433,9,463
1132633,14,410,30,454
1132634,8,201,3,212
1132635,8,238,6,252
1132636,26,248,9,283
1132637,17,294,12,323
1132638,13,347,35,395
1132639,9,254,18,281
1132640,26,299,19,344
1132641,21,146,18,185
1132642,14,233,9,256
1132643,31,358,19,408
1132644,22,399,24,445
1132645,28,288,14,330
1132646,7,173,31,211
1132647,27,453,36,516
1132648,19,472,36,527
1132649,108,297,13,418
1132650,156,224,6,386
1132651,25,514,26,565
1132652,28,464,54,546
1132653,17,476,37,530
1132654,18,230,16,264
1132655,7,290,47,344
1132656,19,361,36,416
1132657,11,352,17,380
1132658,0,28,0,28
1132659,23,351,23,397
1132660,10,234,25,269
1132661,28,349,6,383
1132662,7,472,21,500
1132701,15,333,16,364
1132702,0,347,29,376
1132703,11,318,32,361
1132704,14,406,16,436
1132705,9,349,12,370
1132706,35,523,33,591
1132707,5,445,42,492
1132708,8,467,48,523
1132709,9,413,46,468
1132710,12,370,21,403
1132711,12,465,37,514
1132712,8,207,20,235
1132713,18,448,21,487
1132714,10,427,18,455
1132715,0,264,15,279
1132716,12,390,12,414
1132717,6,170,18,194
1132718,18,457,54,529
1132719,10,325,54,389
1132720,9,258,20,287
1132721,7,300,31,338
1132722,9,271,16,296
1132723,18,355,13,386
1132724,3,303,0,306
1132725,72,478,27,577
1132726,15,200,12,227
1132727,14,201,10,225
1132728,24,271,24,319
1132729,3,387,31,421
1132730,0,264,28,292
1132731,0,333,27,360
1132732,0,398,15,413
1132733,13,389,40,442
1132734,11,346,32,389
1132735,9,270,3,282
1132736,15,240,24,279
1132737,12,430,23,465
1132738,12,440,48,500
1132739,3,351,45,399
1132740,9,266,41,316
1132741,6,192,16,214
1132742,15,373,9,397
1132743,6,326,12,344
1132744,6,203,23,232
1132745,6,267,76,349
1132746,12,226,15,253
1132747,6,282,132,420
1132748,6,301,30,337
1132749,8,397,46,451
1132750,6,370,23,399
1132801,23,394,49,466
1132802,16,350,45,411
1132803,12,176,30,218
1132804,3,207,27,237
1132805,3,17,24,44
1132806,16,272,18,306
1132807,21,472,56,549
1132808,11,287,24,322
1132809,12,188,10,210
1132810,13,479,34,526
1132811,18,420,46,484
1132812,12,320,18,350
1132813,0,12,3,15
1132814,22,286,18,326
1132815,0,259,27,286
1132816,0,4,0,4
1132817,36,417,68,521
1132818,4,226,30,260
1132819,12,278,23,313
1132820,3,364,26,393
1132821,11,465,50,526
1132822,21,379,27,427
1132901,3,301,32,336
1132902,11,0,0,11
1132903,14,449,130,593
1132904,0,256,22,278
1132905,9,319,44,372
1132906,9,218,45,272
1132907,6,305,76,387
1132908,17,253,63,333
1132909,6,591,117,714
1132910,3,329,67,399
1132911,0,164,42,206
1132912,0,299,55,354
1132913,6,371,0,377
1132914,6,356,18,380
1132915,0,112,59,171
1132916,0,198,28,226
1132917,25,335,49,409
1132918,3,282,25,310
1132919,6,397,57,460
1132920,7,259,42,308
1132921,6,443,73,522
1132922,12,374,37,423
1132923,0,229,58,287
1132924,3,333,34,370
1132925,6,206,40,252
1132926,10,402,75,487
1132927,6,445,71,522
1132928,3,247,47,297
1133001,3,325,15,343
1133002,12,745,13,770
1133003,33,404,31,468
1133004,11,426,12,449
1133005,0,219,10,229
1133006,4,383,33,420
1133007,9,335,39,383
1133008,20,457,50,527
1133009,0,409,97,506
1133010,12,486,7,505
1133011,12,439,46,497
1133012,14,653,61,728
1133013,3,280,15,298
1133014,0,4,0,4
1133015,6,356,15,377
1133016,4,515,36,555
1133017,3,302,3,308
1133018,4,28,0,32
1133019,0,596,26,622
1133020,0,0,0,0
1133021,0,273,6,279
1133022,6,247,21,274
1133023,0,244,31,275
1133024,6,693,28,727
1133025,18,629,20,667
1133026,11,461,12,484
1133027,3,377,18,398
1133028,6,526,18,550
1133029,3,400,43,446
1133030,13,442,32,487
1133031,3,640,21,664
1133032,3,593,19,615
1133101,0,0,0,0
1133102,8,242,35,285
1133103,3,416,42,461
1133104,7,939,128,1074
1133105,3,309,28,340
1133106,26,262,70,358
1133107,0,236,61,297
1133108,42,277,57,376
1133109,0,292,44,336
1133110,0,228,12,240
1133111,15,410,40,465
1133112,6,273,15,294
1133113,6,353,34,393
1133114,4,347,37,388
1133115,0,338,63,401
1133116,20,376,12,408
1133117,13,462,60,535
1133118,9,438,25,472
1133119,9,381,60,450
1133120,23,393,35,451
1133121,0,366,16,382
1133122,3,248,30,281
1133123,8,374,42,424
1133124,3,527,29,559
1133125,3,295,9,307
1133126,9,497,42,548
1133127,13,369,62,444
1133128,0,0,0,0
1133129,6,203,29,238
1133130,53,426,69,548
1133131,71,412,30,513
1133132,28,348,42,418
1133133,16,407,79,502
1133134,31,328,64,423
1133135,5,342,30,377
1133136,12,357,25,394
1133137,6,251,64,321
1133138,0,294,17,311
1133139,0,373,23,396
1133140,6,339,27,372
1133141,0,338,41,379
1133142,13,363,21,397
1133201,4,352,68,424
1133202,21,973,164,1158
1133203,0,0,0,0
1133204,3,453,29,485
1133205,9,384,51,444
1133206,6,514,32,552
1133207,3,304,18,325
1133208,8,452,22,482
1133209,12,341,35,388
1133210,0,248,21,269
1133211,12,290,41,343
1133212,3,360,17,380
1133213,3,311,14,328
1133214,0,288,175,463
1133215,12,251,30,293
1133216,7,297,34,338
1133217,4,354,24,382
1133218,7,258,30,295
1133219,9,336,12,357
1133220,15,404,37,456
1133221,12,291,25,328
1133222,19,436,45,500
1133223,8,436,76,520
1133224,16,473,64,553
1133225,3,287,15,305
1133226,11,433,40,484
1133227,9,434,73,516
1133228,19,327,31,377
1133229,8,358,12,378
1133230,6,374,57,437
1133231,12,319,4,335
1133232,3,409,51,463
1133233,6,235,27,268
1133234,15,483,32,530
1133235,6,374,38,418
1133236,15,415,58,488
1133237,3,290,40,333
1133238,6,328,16,350
1133239,6,308,39,353
1133240,4,597,46,647
1133241,6,317,27,350
1133242,3,288,42,333
1133243,9,423,12,444
1133244,6,302,38,346
1133245,14,422,29,465
1133246,3,241,13,257
1133247,9,384,16,409
1133248,6,382,35,423
1133249,6,555,44,605
1133250,4,364,44,412
1133251,6,322,36,364
1133252,28,307,53,388
1133301,0,88,11,99
1133302,0,281,22,303
1133303,3,181,45,229
1133304,0,186,68,254
1133305,4,487,141,632
1133306,0,450,116,566
1133307,7,412,122,541
1133308,9,266,56,331
1133309,6,166,63,235
1133310,0,416,97,513
1133311,15,252,89,356
1133312,7,279,15,301
1133313,9,418,82,509
1133314,8,459,35,502
1133315,3,201,20,224
1133316,0,188,32,220
1133317,0,353,44,397
1133318,0,310,19,329
1133319,3,305,53,361
1133320,3,418,124,545
1133321,37,185,94,316
1133322,5,313,52,370
1133323,46,251,57,354
1133324,29,291,58,378
1133325,9,321,63,393
1133326,12,228,63,303
1133327,13,96,33,142
1133328,20,146,56,222
1133329,14,430,15,459
1133330,0,268,10,278
1133331,6,415,35,456
1133332,0,163,19,182
1133333,3,327,92,422
1133334,9,335,52,396
1133335,3,175,31,209
1133336,9,268,109,386
1133337,78,125,17,220
1133338,3,419,37,459
1133339,6,253,18,277
1133340,3,327,70,400
1133341,7,316,62,385
1133342,3,342,55,400
1133343,7,394,36,437
1133344,3,234,41,278
1133345,9,540,40,589
1133346,9,296,101,406
1133347,25,395,204,624
1133348,6,396,95,497
1133349,9,311,15,335
1133401,3,158,13,174
1133402,6,496,90,592
1133403,3,526,96,625
1133404,9,298,37,344
1133405,0,285,59,344
1133406,3,356,89,448
1133407,21,723,104,848
1133408,6,368,88,462
1133409,6,346,45,397
1133410,9,411,50,470
1133411,6,361,29,396
1133412,34,686,46,766
1133413,20,339,40,399
1133414,0,0,0,0
1133415,18,924,86,1028
1133416,7,423,33,463
1133417,10,597,56,663
1133418,6,657,38,701
1133419,3,328,34,365
1133420,0,117,9,126
1133421,16,416,19,451
1133422,3,310,54,367
1133423,9,368,36,413
1133424,3,438,157,598
1133425,15,290,90,395
1133426,0,690,180,870
1133427,6,513,122,641
1133428,3,522,100,625
1133429,15,268,47,330
1133430,17,446,78,541
1133431,3,481,58,542
1133432,5,416,104,525
1133433,3,173,15,191
1133434,7,559,82,648
1133435,10,454,396,860
1133436,0,319,26,345
1133437,7,104,7,118
1133438,7,377,197,581
1133439,6,65,18,89
1133501,18,321,54,393
1133502,15,380,91,486
1133503,6,610,34,650
1133504,0,189,24,213
1133505,9,465,27,501
1133506,8,336,30,374
1133507,7,387,76,470
1133508,0,0,0,0
1133509,0,234,18,252
1133510,9,408,48,465
1133511,3,242,21,266
1133512,0,111,70,181
1133513,6,491,62,559
1133514,0,389,61,450
1133515,10,253,37,300
1133516,3,478,22,503
1133517,9,267,36,312
1133518,0,433,101,534
1133519,9,322,54,385
1133520,0,127,12,139
1133521,20,394,95,509
1133522,0,305,61,366
1133523,6,320,45,371
1133524,0,0,0,0
1133525,8,312,67,387
1133526,6,311,51,368
1133527,132,429,90,651
1133528,7,237,66,310
1133529,0,212,27,239
1133530,21,206,43,270
1133531,125,443,66,634
1133532,7,465,97,569
1133533,6,398,61,465
1133534,9,371,170,550
1133535,3,673,77,753
1133536,10,376,43,429
1133537,9,308,52,369
1133538,52,224,135,411
1133539,10,253,43,306
1133540,14,302,23,339
1133541,22,316,17,355
1133542,25,427,21,473
1133601,0,0,0,0
1133602,9,317,38,364
1133603,18,335,34,387
1133604,19,597,41,657
1133605,0,382,37,419
1133606,57,420,37,514
1133607,7,424,39,470
1133608,0,399,29,428
1133609,121,451,137,709
1133610,9,371,40,420
1133611,6,273,74,353
1133612,7,309,78,394
1133613,140,301,91,532
1133614,0,365,30,395
1133615,15,283,21,319
1133616,12,513,41,566
1133617,11,351,72,434
1133618,6,332,105,443
1133619,17,344,83,444
1133620,0,372,151,523
1133621,0,522,40,562
1133622,40,294,98,432
1133623,0,202,42,244
1133624,7,184,18,209
1133625,3,421,77,501
1133626,6,323,29,358
1133627,0,470,330,800
1133628,9,500,37,546
1133629,4,309,10,323
1133630,3,330,55,388
1133631,3,284,14,301
1133632,4,277,19,300
1133633,6,327,38,371
1133634,3,374,99,476
1133635,0,224,27,251
1133636,22,436,34,492
1133701,0,413,98,511
1133702,3,105,28,136
1133703,15,953,180,1148
1133704,9,126,99,234
1133705,3,329,130,462
1133706,0,423,63,486
1133707,3,483,329,815
1133708,3,275,38,316
1133709,0,687,237,924
1133710,0,455,55,510
1133711,12,679,106,797
1133712,15,1612,331,1958
1133713,0,0,0,0
1133714,6,496,103,605
1133715,21,928,82,1031
1133716,3,590,82,675
1133717,6,336,121,463
1133718,3,449,251,703
1133719,17,546,109,672
1133720,0,3,3,6
1133721,6,1267,159,1432
1133722,9,284,43,336
1133723,6,214,27,247
1133724,11,241,73,325
1133725,7,169,29,205
1133726,26,208,95,329
1133727,10,64,36,110
1133728,0,55,13,68
1133729,3,189,102,294
1133730,0,55,19,74
1133731,0,0,0,0
1133732,0,0,0,0
1133733,3,279,58,340
1133734,8,372,121,501
1133735,0,199,63,262
1133736,0,371,95,466
1133737,0,598,166,764
1133738,16,741,119,876
1133739,0,0,0,0
1133740,0,165,40,205
1133741,0,0,0,0
1133742,12,595,121,728
1133743,3,230,49,282
1133744,6,267,90,363
1133745,0,0,0,0
1133746,0,203,74,277
1133747,9,401,84,494
1133748,3,149,93,245
1133749,0,285,200,485
1133750,0,0,0,0
1133751,3,327,71,401
1133752,22,132,44,198
1133801,40,193,42,275
1133802,111,334,138,583
1133803,3,492,29,524
1133804,36,361,83,480
1133805,36,246,71,353
1133806,28,131,23,182
1133807,6,840,112,958
1133808,3,291,33,327
1133809,3,420,57,480
1133810,0,243,18,261
1133811,12,436,56,504
1133812,6,92,20,118
1133813,3,356,53,412
1133814,9,430,63,502
1133815,0,245,4,249
1133816,6,290,46,342
1133817,4,489,71,564
1133818,6,412,52,470
1133819,0,3,0,3
1133820,21,1031,115,1167
1133821,13,392,27,432
1133822,0,527,122,649
1133823,3,885,100,988
1133824,35,440,20,495
1133825,24,1582,329,1935
1133826,38,558,22,618
1133827,37,495,57,589
1133828,3,572,127,702
1133829,9,587,106,702
1133830,6,807,103,916
1133831,0,283,77,360
1133832,3,224,34,261
1133833,0,269,45,314
1133834,0,232,39,271
1133835,35,386,55,476
1133836,14,204,29,247
1133837,42,369,46,457
1133838,72,291,126,489
1133839,85,394,118,597
1133840,27,199,48,274
1133841,48,382,132,562
1133901,12,474,17,503
1133902,13,329,7,349
1133903,0,242,54,296
1133904,14,453,69,536
1133905,7,428,24,459
1133906,6,356,21,383
1133907,6,307,24,337
1133908,6,361,48,415
1133909,0,0,0,0
1133910,12,393,50,455
1133911,0,471,83,554
1133912,9,378,127,514
1133913,7,292,20,319
1133914,6,276,70,352
1133915,6,286,46,338
1133916,0,0,0,0
1133917,9,294,33,336
1133918,9,213,15,237
1133919,6,341,54,401
1133920,4,204,19,227
1133921,8,352,21,381
1133922,18,370,55,443
1133923,35,525,46,606
1133924,3,289,24,316
1133925,6,209,41,256
1133926,7,263,28,298
1133927,9,382,56,447
1133928,6,232,45,283
1133929,0,248,126,374
1133930,8,275,74,357
1133931,0,184,27,211
1133932,6,277,21,304
1133933,17,464,73,554
1133934,18,488,97,603
1133935,23,470,113,606
1133936,16,390,46,452
1133937,10,347,32,389
1133938,18,343,60,421
1133939,8,366,46,420
1133940,15,498,59,572
1133941,3,231,47,281
1133942,5,307,10,322
1133943,12,389,67,468
1133944,12,391,115,518
1133945,6,293,140,439
1133946,6,182,48,236
1133947,6,291,31,328
1134001,10,247,59,316
1134002,0,254,15,269
1134003,13,441,115,569
1134004,6,390,56,452
1134005,5,477,43,525
1134006,7,346,63,416
1134007,10,414,55,479
1134008,4,488,59,551
1134009,6,325,80,411
1134010,9,379,43,431
1134011,27,497,119,643
1134012,9,470,104,583
1134013,8,495,63,566
1134014,13,472,73,558
1134015,9,379,102,490
1134016,3,245,49,297
1134017,7,379,74,460
1134018,21,518,92,631
1134019,7,194,47,248
1134020,3,235,22,260
1134021,3,350,43,396
1134022,4,297,42,343
1134023,8,266,16,290
1134024,15,338,61,414
1134025,13,448,68,529
1134026,12,420,97,529
1134027,12,394,9,415
1134028,6,289,40,335
1134029,7,488,30,525
1134030,6,529,51,586
1134031,8,531,48,587
1134032,4,335,51,390
1134033,13,535,80,628
1134034,0,0,0,0
1134035,0,101,58,159
1134036,9,301,81,391
1134037,6,209,26,241
1134038,0,353,30,383
1134039,3,428,46,477
1134040,9,295,15,319
1134041,3,189,14,206
1134042,16,553,64,633
1134043,19,473,23,515
1134044,9,245,4,258
1134045,7,200,15,222
1134046,0,0,0,0
1134047,5,374,31,410
1134101,4,243,15,262
1134102,61,196,31,288
1134103,6,525,63,594
1134104,8,289,41,338
1134105,6,184,91,281
1134106,12,268,86,366
1134107,11,364,26,401
1134108,16,420,60,496
1134109,12,346,92,450
1134110,4,371,60,435
1134111,14,282,32,328
1134112,13,419,20,452
1134113,6,236,31,273
1134114,9,338,31,378
1134115,9,382,37,428
1134116,15,424,97,536
1134117,26,459,86,571
1134118,4,210,30,244
1134119,14,255,23,292
1134120,15,378,36,429
1134121,11,400,92,503
1134122,69,206,50,325
1134123,6,325,44,375
1134124,14,345,54,413
1134125,9,175,79,263
1134126,18,497,50,565
1134127,15,500,97,612
1134128,18,567,29,614
1134129,0,397,15,412
1134130,6,289,42,337
1134131,10,448,14,472
1134132,3,265,9,277
1134133,28,470,50,548
1134134,15,357,48,420
1134135,35,493,39,567
1134136,0,3,0,3
1134137,9,270,23,302
1134138,114,425,56,595
1134139,51,270,64,385
1134201,0,0,0,0
1134301,22,302,34,358
1134302,17,502,58,577
1134303,14,392,47,453
1134304,13,414,48,475
1134305,17,261,64,342
1134306,10,325,61,396
1134307,24,550,61,635
1134308,5,629,54,688
1134309,0,295,19,314
1134310,9,100,33,142
1134311,14,307,72,393
1134312,13,461,35,509
1134313,9,471,57,537
1134314,9,375,34,418
1134315,4,334,28,366
1134316,16,323,35,374
1134317,4,405,144,553
1134318,6,277,32,315
1134319,18,355,69,442
1134320,6,319,65,390
1134321,12,294,42,348
1134322,9,359,218,586
1134323,3,217,34,254
1134324,6,388,84,478
1134325,12,335,83,430
1134326,0,266,52,318
1134327,9,440,44,493
1134328,12,371,27,410
1134329,45,246,7,298
1134330,3,266,41,310
1134331,7,360,35,402
1134332,0,506,76,582
1134333,6,420,22,448
1134334,3,178,15,196
1134335,6,420,128,554
1134336,3,318,43,364
1134337,10,281,32,323
1134338,11,459,65,535
1134339,7,303,18,328
1134340,9,415,36,460
1134341,0,229,35,264
1134342,9,298,28,335
1134343,3,295,34,332
1134344,4,194,30,228
1134345,3,316,22,341
1134346,20,460,28,508
1134347,22,524,78,624
1134348,19,344,55,418
1134349,19,416,162,597
1134350,3,368,12,383
1134351,16,321,16,353
1134352,8,312,48,368
1134353,7,415,24,446
1134354,5,277,107,389
1134355,12,458,69,539
1134356,14,562,73,649
1134357,7,305,43,355
1134401,17,610,18,645
1134402,3,364,12,379
1134403,4,432,33,469
1134404,16,385,38,439
1134405,18,382,18,418
1134406,12,452,23,487
1134407,12,445,34,491
1134408,10,414,32,456
1134409,6,368,52,426
1134410,12,278,24,314
1134411,12,341,14,367
1134412,72,561,67,700
1134413,10,322,10,342
1134414,0,372,27,399
1134415,8,329,11,348
1134416,15,377,10,402
1134417,8,298,7,313
1134418,15,490,26,531
1134419,6,322,19,347
1134420,6,274,25,305
1134421,4,349,18,371
1134422,21,458,15,494
1134423,12,340,3,355
1134424,6,579,39,624
1134501,9,439,65,513
1134502,3,476,54,533
1134503,12,325,28,365
1134504,12,370,29,411
1134505,7,450,43,500
1134506,0,263,52,315
1134507,9,405,71,485
1134508,0,412,87,499
1134509,6,395,66,467
1134510,3,318,65,386
1134511,9,232,42,283
1134512,4,489,23,516
1134513,0,238,17,255
1134514,0,0,0,0
1134515,0,0,0,0
1134516,3,400,26,429
1134517,4,265,18,287
1134518,6,340,22,368
1134519,27,331,89,447
1134520,11,468,69,548
1134521,3,319,33,355
1134522,0,5,0,5
1134523,6,324,36,366
1134524,3,364,67,434
1134525,3,228,22,253
1134526,3,420,27,450
1134527,3,328,71,402
1134528,9,391,35,435
1134529,6,453,85,544
1134530,9,463,93,565
1134531,0,363,69,432
1134532,3,144,6,153
1134533,0,336,33,369
1134534,7,290,45,342
1134535,15,564,96,675
1134536,15,335,51,401
1134537,6,385,62,453
1134601,16,266,52,334
1134602,6,277,15,298
1134603,12,347,37,396
1134604,3,307,15,325
1134605,3,254,32,289
1134606,12,512,25,549
1134607,0,0,0,0
1134608,6,337,18,361
1134609,8,530,19,557
1134610,9,257,28,294
1134611,0,0,0,0
1134612,9,441,29,479
1134613,9,376,35,420
1134614,9,214,22,245
1134615,9,284,26,319
1134616,13,323,19,355
1134617,4,430,33,467
1134618,12,538,51,601
1134619,0,0,0,0
1134620,12,643,63,718
1134621,64,295,9,368
1134622,12,317,22,351
1134623,6,297,6,309
1134624,9,392,16,417
1134625,15,405,26,446
1134626,7,404,57,468
1134627,6,352,58,416
1134628,9,507,44,560
1134629,0,168,24,192
1134630,9,412,18,439
1134631,8,257,41,306
1134632,12,345,66,423
1134701,6,407,66,479
1134702,3,380,80,463
1134703,26,253,27,306
1134704,18,491,30,539
1134705,18,607,29,654
1134706,14,500,56,570
1134707,9,332,12,353
1134708,10,464,28,502
1134709,10,277,27,314
1134710,12,394,13,419
1134711,6,265,26,297
1134712,6,301,55,362
1134713,31,359,46,436
1134714,4,478,41,523
1134715,3,289,28,320
1134716,19,369,23,411
1134717,6,210,15,231
1134801,15,573,64,652
1134802,8,399,43,450
1134803,0,530,42,572
1134804,88,451,67,606
1134805,3,234,6,243
1134806,10,369,36,415
1134807,9,388,32,429
1134808,3,194,22,219
1134809,3,236,25,264
1134810,6,315,27,348
1134811,6,414,31,451
1134812,4,288,18,310
1134813,5,410,63,478
1134814,5,542,17,564
1134815,12,291,22,325
1134816,7,489,28,524
1134817,9,424,16,449
1134818,6,284,12,302
1134819,4,380,25,409
1134820,6,325,103,434
1134821,6,410,39,455
1134822,10,235,6,251
1134823,9,449,52,510
1134824,9,462,62,533
1134825,6,288,23,317
